address1,resource_id,resource_name,address2,city,state,zip,county,phone,fax,tty,toll_free,hotline,email,web_page,facebook_name,facebook_url,twitter,short_description
945 W. Meadowmere St.,53665,Springfield-Greene County Park Board: Springfield Skate Park,,Springfield,MO,65807,GREENE COUNTY,417-868-8758,417-868-8758,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"Best skatepark in the Midwest! Featuring 13,500-square foot indoor park with Finland-birch ramps; and 25,00-square foot outdoor concrete park with rippin’ bowl, flow course, and street plaza. Safe environment for young kids and great for spectators. Open Tuesday-Sunday."
4007 N. Farm Road 171,A13,Springfield-Greene County Park Board: Valley Water Mill Equestrian Center,,Springfield,MO,65803,,417-833-3291,417-833-8052,,,,parks@parkboard.org,www.parkboard.org,Springfield-Greene County Park Board,https://www.facebook.com/TheParkBoard,@TheParkBoard,"Learn to ride a horse. This facility features a 200’x90’ indoor arena with sand footing and 170’x115’ fenced outdoor arena with all-weather sand footing. Children’s equestrian programs, Horsemanship 101, private rentals and birthday packages are all available. Home of the Greene County Sheriff’s Posse."
"901 E. St. Louis St., Suite 105",54124,Springfield's Best Locally Owned Companies,,Springfield,MO,65806,GREENE COUNTY,417-868-0290,417-868-0267,,,,theresa@springfieldsbest.com,www.springfieldsbest.com,,,,"Provides a forum for local companies to share marketing strategies, resources and ideas. "
c/o The Creamery Arts Center,33704,SRO Lyric Theatre (Springfield Regional Opera),411 N. Sherman Parkway,Springfield,MO,65802,GREENE COUNTY,417-863-1960,417-862-7877,,,,marketing@srolyrictheatre.org,www.srolyrictheatre.org,SRO Lyric Theatre,https://www.facebook.com/SpringfieldRegionalOpera,,"Fosters, promotes, develops, supports and encourages the art of opera. Presents several productions each season in Springfield venues such as the Gilloiz Theatre, Springfield Contemporary Theatre and the Springfield Art Museum."
Immaculate Conception Church,33722,St. Vincent de Paul,3555 S. Fremont Ave.,Springfield,MO,65804,GREENE COUNTY,417-887-0600,417-887-0027,,,,,,,,,A service organization established to help people in need; operates a food pantry.
1996 W. Evangel St.,33723,Stained Glass Theatre,,Ozark,MO,65721,CHRISTIAN COUNTY,417-581-9192,,,,,executive@sgtheatre.com,www.sgtheatre.com,Stained Glass Theatre,https://www.facebook.com/pages/Stained-Glass-Theatre/102501781331,,Non-denominational Christian theatre.
193 Peach Tree Drive,54726,Starlight Debonaires Ballroom Dance Club,,Cape Fair,MO,65624,STONE COUNTY,417-538-2172,,,,,ropeyarn@live.com,,,,,A membership club that meets at various private rental facilities in Springfield to dance to live music.
"149 Park Central Square, Room 1017",34003,State of Missouri: Attorney General,,Springfield,MO,65806,GREENE COUNTY,417-895-6567 ,417-895-6382,,1-800-392-8222,,,www.ago.mo.gov,,,,Acts as the consumer protection advocate for Missouri residents.
"2530 S. Campbell Ave., Suite H",33249,State of Missouri: Department of Corrections -- Division of Probation and Parole,,Springfield,MO,65807,GREENE COUNTY,417-888-4203,417-888-4202,,,,kim.mcklintic@doc.mo.gov,www.doc.mo.gov,,,,Conducts investigations for the courts and supervises adult offenders released into the community.
"1735 W. Catalpa St., Suite C",54711,"State of Missouri: Department of Elementary and Secondary Education -- Division of Adult Learning and Rehabilitation Services, Office of Vocational Rehabilitation (South Springfield)",,Springfield,MO,65807,GREENE COUNTY,417-895-5720,417-895-5725,,1-877-222-8967,,,www.vr.dese.mo.gov,,,,Helps individuals with physical or mental disabilities to obtain employment or maintain current employment.
613 E. Kearney St.,33458,"State of Missouri: Department of Elementary and Secondary Education--Division of Adult Learning and Rehabilitation Services, Office of Vocational Rehabilitation (North Springfield)",,Springfield,MO,65803,COUNTY,417-895-5863,417-895-5869,,1-877-222-8965,,,www.vr.dese.mo.gov,,,,Helps physically or mentally disabled persons obtain employment or maintain current employment.
"149 Park Central Square, Suite 116 (physical location)",33199,State of Missouri: Department of Health and Senior Services -- Bureau of Special Health Care Needs,"P.O. Box 777, MPO",Springfield,MO,65801,GREENE COUNTY,417-895-6905,417-895-6990,,,,,www.health.mo.gov,,,,Helps children and adults to age 21 who have serious or chronic medical conditions obtain treatment they may not be able to otherwise afford.
"149 Park Central Square, Suite 244",34070,State of Missouri: Department of Health and Senior Services - Division of Senior and Disability Services,,Springfield,MO,65806,GREENE COUNTY,417-895-6433,417-895-6430,,,1-800-392-0210 Elder Abuse & Neglect Hotline,,www.dhss.mo.gov,,,,"Provides social services to the elderly and adult disabled through a variety of in-home support services, and direct and protective services."
"149 Park Central Square, Suite 116",53648,"State of Missouri: Department of Health and Senior Services, Section for Child Care Regulations",,Springfield,MO,65806,GREENE COUNTY,417-895-6541,417-895-6994,,,,,www.health.mo.gov,,,,Licenses and monitors child care facilities; provides technical assistance to applicants and licensed providers including review of building plans; conducts free group inquiry meetings for those interested in operating a day care; conducts complaint investigations.
"149 Park Central Square, Suite 116",34069,"State of Missouri: Department of Health and Senior Services, Southwest District",P.O. Box 777,Springfield,MO,65801-0777,GREENE COUNTY,417-895-6900,417-895-6975,,,,,www.health.mo.gov,,,,Provides support to area health departments and other public health partners and promotes quality of life and health for all Missourians.
"1736 E. Sunshine St., Suite 610",33459,State of Missouri: Department of Labor and Industrial Relations--Division of Workers Compensation,,Springfield,MO,65804,GREENE COUNTY,417-888-4100,417-888-4105,,1-800-775-2667,,,www.labor.mo.gov,,,,"Adjudicates workers' compensation claims in Springfield, West Plains, Branson, Lebanon and surrounding counties."
2600 E. 12th St.,34071,State of Missouri: Department of Mental Health -- Division of Alcohol and Drug Abuse and Comprehensive Psychiatric Services,,Kansas City,MO,64127,GREENE COUNTY,816-482-5770,816-482-5774,,,,,www.dmh.mo.gov,,,,"Provides information on programs for alcohol and drug abuse, prevention and treatment."
1515 E. Pythian St.,1203,"State of Missouri: Department of Mental Health -- Division of Developmental Disabilities, Springfield Regional Office",,Springfield,MO,65802,GREENE COUNTY,417-895-7400,417-895-7412,,,1-888-549-6635,,www.dmh.mo.gov,,,,"Serves a population that has developmental disabilities, such as intellectual disabilities, cerebral palsy, head injuries, autism, epilepsy and certain learning disabilities."
2040 W. Woodland St.,33455,"State of Missouri: Department of Natural Resources, Southwest Regional Office",,Springfield,MO,65807,GREENE COUNTY,417-891-4300,417-891-4399,,1-800-361-4827,,,www.dnr.mo.gov,,,,Enforces state pollution control laws.
101 Park Central Square,33336,State of Missouri: Department of Social Services -- Greene County Family Support Division,,Springfield,MO,65806,GREENE COUNTY,417-895-6000,(417) 895-6080 /6098,,1-855-373-4636,,,www.dss.mo.gov,,,,"Determines eligibility for medical assistance (Mo HealthNet, Medicaid and MHABD for the Aged, Blind, and Disabled), Temporary Assistance (TANF), food stamps and daycare."
"149 Park Central Square, Room 640",33577,State of Missouri: Department of Social Services -- Rehabilitation Services for the Blind (RSB),,Springfield,MO,65806,GREENE COUNTY,417-895-6386,417-895-6392,,1-800-592-6004,,randy.custer@dss.mo.gov,www.dss.mo.gov/fsd/rsb,,,,"Provides job training, job placement, visual aids, independent living skills and daily living skills training."
149 Park Central Square,2244556,State of Missouri: Department of Social Services Greene County Children's Division,,Springfield,MO,65806,,417-895-6000,,1-800-735-2966,,Child Abuse & Neglect Hotline 1-800-392-3738,,www.dss.mo.gov/cd,,,,Responds to reports of child abuse and neglect and administers a system of care for children who cannot safely remain at home; partners in early childhood and prevention programs.
"1735 W. Catalpa St., Suite B",33456,State of Missouri: Department of Social Services--Division of Youth Services,,Springfield,MO,65807,GREENE COUNTY,417-895-6485,417-895-5853,,1-800-735-2466,,,www.dss.mo.gov/dys,,,,Provides care and treatment for youth who have been committed to the Division by the State of Missouri's juvenile court system.
"1410 S. Kansas Expressway, Suite 100",53035,State of Missouri: Family Support Division -- Child Support Enforcement,,Springfield,MO,65807,GREENE COUNTY,417-895-6338,417-895-6337,,,,,www.dss.mo.gov/cse,,,,"Enforces the payment of child support, establishes child support orders, establishes paternity and makes order modifications."
3131 E. Kearney St.,34073,"State of Missouri: Highway Patrol, Troop D",,Springfield,MO,65803-5044,GREENE COUNTY,417-895-6868,417-895-6877,,,,mshppied@mshp.dps.mo.gov,www.mshp.dps.mo.gov,,,,"Enforces traffic laws and promotes highway safety, maintains telecommunications network with FBI, oversees driver examination program, and assists in drug and crime control."
5201 S. Southwood Road,54738,State of Missouri: Missouri Veterans Cemetery -- Springfield,,Springfield,MO,65804,GREENE COUNTY,417-823-3944,417-823-0252,,1-866-251-0428,,david.maggard@mvc.dps.mo.gov,www.mvc.dps.mo.gov,,,,Veterans' cemetery for U.S. military veterans and their spouses.
"149 Park Central Square, Room 624",33467,State of Missouri: Secretary of State,,Springfield,MO,65806,GREENE COUNTY,417-895-6330,417-895-6537,,1-866-223-6535 ,,deborah.evans@sos.mo.gov,www.sos.mo.gov,,,,Directs and aids in all matters affecting Missouri corporations and businesses.
630 N. Robberson Ave.,33351,State of Missouri: State Public Defender -- District 31,,Springfield,MO,65806,GREENE COUNTY,417-895-6740,417-895-6780,,,,rod.hackathorn@mspd.mo.gov,www.publicdefender.mo.gov,,,,"Provides legal representation to indigent citizens accused of, or convicted of, crimes in Missouri."
"1410 S. Kansas Expressway, Room 115",33470,State of Missouri: Veterans Commission,,Springfield,MO,65807,GREENE COUNTY,417-895-6532,417-895-6533,,,,cathy.vonholt@mvc.dps.mo.gov,www.mvc.dps.mo.gov,,,,Aids veterans or their dependents in filing for V.A. benefits.
2497 N. Farm Road 17,33726,Stony Point Club,,Ash Grove,MO,65604,GREENE COUNTY,417-751-2268,,,,,betlar2497@gmail.com,,,,,Promotes the betterment and improvement of family and community through education.
"1530 E. Erie St., #214S",52934,Storytellers of the Ozarks (SOTO),,Springfield,MO,65804,GREENE COUNTY,417-848-5859,,,,,storytellersoftheozarks@gmail.com,,,,,A volunteer group that promotes the artistry of oral tradition through storytelling.
201 W. Bumgarner Blvd.,51069,Strafford Senior Center,,Strafford,MO,65757,GREENE COUNTY,417-736-9898,417-736-3194,,,,ConnieA@swmoa.com,,,,,"A senior center of the Southwest Missouri Office on Aging, funded, in part, by the Older Americans Act."
c/o National Avenue Christian Church,53720,Studio 55 Fine Arts Guild,1515 S. National Ave.,Springfield,MO,65804,GREENE COUNTY,417-869-7812,,,,,sandragraves@mchsi.com,www.studio55arts.blogspot.com,Studio 55 Fine Arts Guild,https://www.facebook.com/pages/Studio-55-Fine-Arts-Guild/219637951525318?fref=ts,,"Supports and promotes all forms of fine art in the Springfield and surrounding area. Holds art shows at various venues, a charity exhibit in the fall and helps sponsor the Senior Art Exhibit at Hammons Hall."
P.O. Box 4807,33786,SWMO Public Relations Society of America,,Springfield,MO,65808,GREENE COUNTY,,,,,,communications@swmoprsa.org,www.swmoprsa.org,SWMO PRSA,https://www.facebook.com/swmoprsa,@swmoprsa,An organization for public relations professionals.
"11863 State Highway 13, Unit 11",53900,Table Rock Art Guild and Gallery,P.O. Box 31,Kimberling City,MO,65686,STONE COUNTY,417-739-5829,,,,,,www.tablerockartguild.com,Table Rock Art Guild,https://www.facebook.com/pages/Table-Rock-Art-Guild/165782790144374,,"Promotes the advancement of art; acquaints art-oriented people with others and encourages them to further their talents; promotes and sponsors art fairs, exhibits and sales. Nominal membership fee required."
